#time x1 x2 x3
0 9.34027938609186 14.1781898012568 4.06151019183952
0.02 12.4711036081414 15.632411143111 5.40525029306762
0.04 13.9062349480212 15.750749942515 11.1076107135139
0.06 18.8953340390107 17.0603858479642 2.86932235995318
0.08 13.8280754487963 16.7531686961558 4.32609597709875
0.1 21.7857114528422 22.1985286330244 4.89498380052132
0.12 22.7370093970119 20.0995334521531 6.04118281339345
0.14 29.282488770362 20.6672375315578 5.39575467707192
0.16 30.6562534874559 24.5758554877346 5.95151945512669
0.18 36.4367025222945 26.7917520337828 4.60008077325479
0.2 39.9023363741158 29.0173246602147 7.56424061162101
0.22 45.0752898080228 26.8061485763575 3.0344719901949
0.24 51.0797029970491 33.2471311484 4.46281306691093
0.26 58.7605942739988 35.9137078226429 8.01435321472761
0.28 67.1801041424641 33.6305836153554 10.8473298974655
0.3 77.0190200294282 36.6484949324793 10.7578845821739
0.32 86.7820490338866 40.404074237003 11.0518317981455
0.34 93.9946398845236 44.8330669019772 9.01087058493142
0.36 101.7995530675 40.8089557070633 14.3037358792204
0.38 114.355243275421 42.5287185698441 16.0360945660391
0.4 122.415727957952 46.1747183118587 21.7949220564269
0.42 128.188789830313 50.8927338317326 27.1170333768588
0.44 129.282705740037 51.6040217064308 32.0610039429358
0.46 136.192113795076 51.8372048930512 34.8209995788732
0.48 131.034151303985 56.6729242178749 41.6449528312049
0.5 130.263190975988 62.7630831211942 53.2573109294413
0.52 126.429467285642 67.3863345883713 61.112554517309
0.54 118.353216896499 74.7508562008507 68.9801221661622
0.56 111.055994833554 78.4740207383645 80.9707979567373
0.58 107.668010279836 82.2723521144872 82.584624591093
0.6 99.0171228304236 96.7150717423873 89.5094471687208
0.62 95.492971600881 104.137299532243 87.2941033626283
0.64 95.8379282864243 109.837634206582 87.0514075073334
0.66 96.976527388652 121.587201166788 83.1328329118296
0.68 102.312019191309 132.759174848145 81.711861986969
0.7 112.17261084269 138.711834436005 82.5572909182803
0.72 123.319479157688 143.188766501493 79.6015136785179
0.74 140.875417778787 150.42812898388 81.1639887615113
0.76 156.272570959288 158.281884620482 77.9002209665448
0.78 173.776739438805 163.064516051202 78.2324626568905
0.8 196.803703820544 164.645714573552 86.2987975053459
0.82 208.168906136744 173.476713456396 95.2071061680532
0.84 215.075790552965 180.895856967534 102.872096097866
0.86 215.691174402154 185.506064595779 112.175273533699
0.88 214.429985942532 194.454050754714 126.627997887229
0.9 215.757855224373 203.11541589062 130.346595864025
0.92 216.05697299925 210.044754555154 130.748677101003
0.94 217.648627696449 216.470330925367 132.820829902477
0.96 229.256384259877 229.768233483234 132.715218918444
0.98 227.732444209296 233.441837024934 136.432075604345
1 246.983352287312 238.426246709208 143.961055311155
